booking_id,booking_datetime,checkin_date,lead_time_days,stay_nights,num_rooms,num_adults,num_children,customer_age,loyalty_points,avg_daily_rate,discount_pct,distance_to_airport_km,competitor_rate,marketing_score,seasonal_index,market_segment,channel,room_type,meal_plan,customer_tier,country_code,weekend_flag,target_class,target_value
91306,58:15.9,9/2/2024,122,5,1,1,0,28,3131.9,232.23,0,4.49,228.78,0.249,1.05,Leisure,OTA,Standard,HB,Silver,KR,No,NoShow,1159.39
190396,04:17.4,1/2/2026,207,3,1,1,2,37,696.9,135.75,20,4.3,130.68,0.436,0.7,Corporate,TravelAgent,Standard,BB,Bronze,IE,Yes,NoShow,217.29
156477,54:43.0,11/27/2023,244,6,1,2,1,52,2036.2,140.97,15,9.54,139.42,0.183,0.8,Corporate,Direct,Executive,HB,Silver,AU,No,Cancelled,598.35
125741,11:22.1,4/1/2024,150,4,1,2,1,47,1116.0,192.48,5,5.25,185.58,0.579,0.9,Other,OTA,Deluxe,HB,Platinum,BE,No,Completed,661.16
176933,44:54.0,5/6/2025,346,1,1,2,1,71,600.0,144.89,20,12.72,150.15,0.202,1.0,Group,OTA,Studio,BB,Silver,FI,No,NoShow,122.9
67201,10:55.6,10/7/2025,124,1,1,2,0,38,1233.7,104.23,25,4.38,114.83,0.652,0.95,Corporate,Direct,Presidential,BB,Silver,ES,No,Completed,72.54
143331,49:19.0,3/25/2026,297,5,2,3,1,28,839.6,192.22,0,5.78,192.15,0.155,0.85,Leisure,OTA,Family,HB,Silver,AE,No,NoShow,1597.82
93936,08:14.2,10/15/2024,149,5,2,3,2,37,1090.8,142.87,0,9.45,144.62,0.265,0.95,Business,OTA,Deluxe,HB,Gold,GB,No,NoShow,1448.22
51373,47:09.2,10/29/2023,265,1,1,2,0,31,2028.5,165.35,10,3.3,164.88,0.364,0.95,Other,TravelAgent,Family,BB,Silver,CH,Yes,NoShow,146.5
120683,39:24.9,8/17/2023,160,2,1,1,1,18,981.1,217.01,10,8.54,222.92,0.043,1.3,Group,OTA,Suite,BB,Gold,US,No,NoShow,504.58
178683,49:40.3,9/14/2024,280,2,1,2,0,53,775.8,141.68,10,6.97,132.82,0.358,1.05,Business,TravelAgent,Standard,BB,Bronze,AE,Yes,NoShow,287.36
124378,14:17.8,9/6/2024,194,3,2,3,0,41,2338.4,185.5,30,9.05,203.65,0.081,1.05,Leisure,Direct,Economy,BB,Bronze,CH,Yes,Cancelled,833.69
179506,46:39.4,9/21/2025,345,3,1,2,1,18,16978.5,156.2,5,3.49,165.23,0.371,1.05,Corporate,OTA,Family,HB,Silver,SE,Yes,NoShow,456.57
16537,32:50.5,5/9/2024,313,4,1,2,0,19,273.5,91.17,10,8.79,92.4,0.226,1.0,Corporate,Direct,Family,SC,Gold,BE,No,NoShow,297.85
103808,43:31.9,3/27/2024,334,4,2,3,0,47,1090.8,148.24,10,9.47,147.28,0.448,0.85,Business,OTA,Standard,BB,Platinum,IE,No,Completed,925.91
92034,55:08.7,5/10/2024,66,4,2,3,1,21,1858.2,50.06,10,13.54,48.56,0.386,1.0,Corporate,OTA,Standard,BB,Silver,US,Yes,NoShow,346.81
124623,58:27.5,3/6/2024,214,6,1,1,0,61,314.5,164.25,5,13.49,162.39,0.158,0.85,Leisure,OTA,Executive,HB,Silver,NO,No,Completed,793.61
137561,50:22.1,8/1/2023,153,5,2,3,1,61,2846.9,109.47,5,8.05,107.67,0.262,1.3,Leisure,OTA,Presidential,HB,Bronze,US,No,NoShow,1400.31
24416,20:08.5,12/24/2024,314,2,1,1,1,61,561.3,116.4,10,13.6,109.67,0.137,0.75,Corporate,Direct,Presidential,BB,Bronze,SG,No,NoShow,137.66
186889,51:04.6,11/30/2025,322,4,1,1,0,42,2238.1,105.66,5,4.9,104.87,0.548,0.8,Other,Direct,Suite,HB,Gold,NL,Yes,Completed,288.09
36482,19:07.2,8/4/2023,115,3,2,3,0,41,473.7,117.29,5,11.85,125.16,0.152,1.3,Corporate,TravelAgent,Executive,SC,Bronze,SA,Yes,Completed,827.86
29979,06:17.5,10/8/2023,245,1,1,2,0,38,6748.9,110.89,20,9.22,114.07,0.26,0.95,Other,Direct,Family,BB,Bronze,CA,Yes,Cancelled,79.57
59759,40:42.0,8/18/2024,29,2,1,2,1,49,456.2,182.06,5,5.43,185.81,0.176,1.3,Corporate,OTA,Deluxe,HB,Bronze,KR,Yes,NoShow,453.62
122687,44:20.7,2/3/2025,59,1,2,3,1,54,680.2,135.04,0,6.3,133.9,0.105,0.75,Leisure,OTA,Executive,BB,Silver,NZ,No,NoShow,203.9
139382,15:20.9,8/22/2023,43,2,1,2,0,27,531.9,127.98,30,8.54,131.24,0.068,1.3,Corporate,TravelAgent,Family,HB,Bronze,IT,No,Cancelled,236.64
164961,16:38.4,3/21/2024,281,2,1,2,1,55,5393.8,119.03,20,6.41,120.92,0.259,0.85,Corporate,OTA,Studio,HB,Gold,CN,No,Cancelled,175.75
85558,25:46.4,1/21/2025,46,4,2,3,0,23,1701.9,82.42,0,10.09,83.07,0.176,0.7,Group,Direct,Suite,SC,Bronze,NZ,No,Completed,503.2
2793,18:14.2,4/23/2025,164,3,1,1,0,36,3215.0,119.48,5,10.6,125.38,0.468,0.9,Business,OTA,Deluxe,FB,Silver,GB,No,Cancelled,329.55
10078,10:52.5,5/2/2024,214,3,1,1,0,58,1826.5,92.25,0,5.71,93.48,0.203,1.0,Other,TravelAgent,Deluxe,HB,Silver,US,No,Cancelled,285.69
134389,16:52.5,10/10/2023,143,6,2,3,1,47,460.9,100.44,0,2.35,97.25,0.083,0.95,Other,OTA,Family,SC,Bronze,ES,No,Completed,1265.94
61831,04:24.7,10/27/2023,296,4,1,2,1,48,2342.4,115.55,0,5.85,118.52,0.189,0.95,Leisure,OTA,Economy,BB,Gold,IN,Yes,Completed,424.18
177898,52:48.1,12/7/2023,165,2,1,2,0,28,11584.6,130.3,0,18.43,138.25,0.116,0.75,Business,OTA,Executive,BB,Bronze,ES,No,Cancelled,204.99
154137,49:50.1,10/2/2025,189,1,1,2,0,18,1084.3,75.58,0,6.66,82.59,0.667,0.95,Group,OTA,Suite,HB,Gold,FR,No,Cancelled,69.88
149674,01:08.6,9/8/2025,262,4,2,3,1,42,890.1,156.05,5,6.43,164.78,0.265,1.05,Other,Direct,Executive,BB,Bronze,ZA,No,NoShow,1217.49
3871,46:04.1,5/2/2024,317,2,1,1,1,40,508.4,174.65,5,11.94,186.77,0.508,1.0,Other,OTA,Studio,BB,Bronze,FI,No,Cancelled,320.65
174355,37:17.7,1/18/2024,111,4,2,3,1,30,1254.4,139.82,5,9.93,143.87,0.265,0.7,Other,Direct,Presidential,BB,Gold,SE,No,Cancelled,782.63
141435,07:38.4,7/22/2023,132,2,1,1,1,20,3144.5,173.07,5,5.67,173.05,0.267,1.35,Leisure,Direct,Standard,BB,Bronze,SG,Yes,Cancelled,427.59
66629,40:16.2,1/10/2026,343,1,1,2,1,19,965.3,155.52,10,4.66,159.19,0.762,0.7,Leisure,Direct,Economy,BB,Silver,NZ,Yes,NoShow,101.58
19507,45:55.5,10/18/2024,316,2,1,2,1,60,1596.0,173.91,15,11.19,171.28,0.048,0.95,Business,Direct,Deluxe,BB,Gold,CN,Yes,NoShow,274.54
151214,38:49.3,8/23/2023,93,2,2,2,1,50,1959.7,157.55,15,4.28,164.38,0.185,1.3,Leisure,OTA,Economy,BB,Platinum,ES,No,NoShow,697.49
641,28:23.2,1/23/2024,101,3,1,1,0,24,1560.6,81.99,30,10.06,81.5,0.139,0.7,Leisure,Corporate,Economy,HB,Silver,CH,No,Cancelled,113.96
38823,17:39.5,12/26/2023,95,1,2,2,1,54,5037.6,150.51,5,3.35,145.93,0.528,0.75,Group,OTA,Family,BB,Silver,SE,No,NoShow,230.12
7398,34:50.6,3/31/2025,45,2,1,1,0,40,1474.8,133.82,10,5.5,129.46,0.148,0.85,Business,OTA,Economy,BB,Bronze,DK,No,NoShow,213.89
167073,14:58.0,10/14/2024,346,5,2,2,0,61,1045.9,151.44,25,11.41,147.42,0.255,0.95,Corporate,Direct,Family,BB,Silver,JP,No,Cancelled,931.45
66941,41:30.2,4/9/2025,108,1,1,2,0,70,196.5,134.77,0,2.74,133.08,0.249,0.9,Group,Direct,Family,BB,Silver,SG,No,Cancelled,125.94
39957,25:14.0,4/6/2025,351,4,1,2,0,50,706.3,94.73,5,3.87,104.4,0.291,0.9,Corporate,Direct,Deluxe,BB,Bronze,BR,Yes,NoShow,333.34
161573,11:05.4,1/15/2024,34,2,1,2,0,32,1715.9,158.6,10,8.99,172.15,0.566,0.7,Corporate,Direct,Presidential,BB,Silver,BR,No,NoShow,212.35
190765,17:51.2,6/22/2024,179,1,1,1,1,41,1240.4,61.78,20,12.22,64.11,0.655,1.2,Group,OTA,Suite,FB,Bronze,PT,Yes,NoShow,58.84
57028,20:31.0,7/9/2024,23,7,1,2,1,36,576.5,172.14,5,7.57,173.16,0.489,1.35,Corporate,TravelAgent,Executive,BB,Bronze,ES,No,Cancelled,1556.32
11413,53:13.2,4/2/2023,87,4,1,1,0,48,2645.3,165.28,0,6.31,159.58,0.355,0.9,Group,Direct,Executive,BB,Gold,DK,Yes,NoShow,589.98
117437,05:51.4,8/17/2025,298,1,2,3,0,21,8228.8,172.94,5,12.21,189.02,0.295,1.3,Corporate,Direct,Economy,BB,Bronze,NZ,Yes,Cancelled,428.19
36575,20:44.4,12/13/2024,32,2,1,1,1,50,3807.6,174.37,5,6.57,174.83,0.38,0.75,Group,Direct,Economy,HB,Bronze,SG,Yes,NoShow,246.6
148673,07:28.1,7/26/2025,257,2,2,3,1,36,351.8,142.33,15,12.55,151.57,0.366,1.35,Group,TravelAgent,Studio,BB,Bronze,US,Yes,NoShow,666.59
156822,45:11.8,8/26/2025,258,5,1,1,0,34,2255.9,50.0,5,8.02,50.88,0.108,1.3,Other,OTA,Executive,BB,Silver,AT,No,Completed,323.47
172927,40:46.4,5/13/2024,219,3,1,2,0,18,5518.4,110.51,0,3.87,124.13,0.293,1.0,Corporate,OTA,Studio,SC,Bronze,SG,No,Completed,325.84
109477,43:41.6,9/23/2024,171,2,1,2,0,53,808.6,120.48,5,12.32,123.42,0.277,1.05,Business,OTA,Family,HB,Gold,SG,No,NoShow,249.49
121806,52:43.2,9/30/2025,263,3,1,2,1,29,2234.8,193.92,15,3.55,203.26,0.06,1.05,Business,TravelAgent,Standard,HB,Bronze,TR,No,Completed,525.05
150547,47:42.6,12/2/2025,356,2,1,2,0,39,779.3,155.62,0,13.86,165.24,0.176,0.75,Corporate,OTA,Standard,BB,Bronze,CH,No,Cancelled,213.53
142027,10:26.5,1/16/2025,112,4,1,1,1,55,7165.7,158.27,10,2.61,150.99,0.332,0.7,Business,TravelAgent,Standard,BB,Gold,NZ,No,Completed,424.96
20730,59:28.7,4/14/2025,274,3,2,3,0,60,355.2,96.93,0,5.01,92.55,0.292,0.9,Leisure,Direct,Presidential,BB,Silver,NZ,No,Completed,518.84
154963,13:43.3,9/9/2024,196,4,2,2,1,42,167.3,155.33,5,7.31,157.5,0.151,1.05,Business,TravelAgent,Standard,BB,Bronze,IT,No,NoShow,1318.61
27049,30:27.7,7/23/2024,185,4,1,1,0,18,418.4,118.58,5,7.7,128.74,0.086,1.35,Corporate,Direct,Family,HB,Bronze,KR,No,Completed,569.27
143749,01:56.8,8/20/2024,307,1,1,2,2,41,1461.1,118.69,0,4.98,119.09,0.49,1.3,Business,Direct,Economy,HB,Silver,NZ,No,Completed,156.18
132888,09:19.1,7/15/2023,74,2,1,2,1,35,443.4,116.18,0,12.83,114.22,0.069,1.35,Business,OTA,Standard,BB,Bronze,NO,Yes,Cancelled,308.75
39281,36:59.2,3/3/2024,106,2,1,2,1,49,827.4,134.09,0,8.05,131.63,0.568,0.85,Other,OTA,Suite,BB,Silver,SA,Yes,NoShow,214.3
65166,21:34.9,6/22/2025,52,5,1,2,1,61,1220.2,83.87,10,7.88,89.88,0.374,1.2,Leisure,OTA,Studio,HB,Silver,SG,Yes,Completed,450.36
100110,04:09.3,10/7/2024,82,4,1,1,0,18,694.0,122.31,0,10.03,121.47,0.416,0.95,Business,Direct,Studio,BB,Silver,AT,No,Completed,484.21
178548,14:22.0,9/15/2024,84,4,1,2,1,39,2216.1,180.19,5,3.65,192.57,0.265,1.05,Other,OTA,Economy,BB,Bronze,BR,Yes,Cancelled,739.64
82817,07:32.6,10/28/2025,318,2,1,1,0,18,3590.7,157.44,0,17.31,171.45,0.314,0.95,Corporate,OTA,Executive,SC,Bronze,SG,No,NoShow,325.92
124032,27:17.7,3/9/2024,186,4,1,2,1,47,1438.5,201.67,5,6.61,202.1,0.426,0.85,Business,TravelAgent,Family,BB,Bronze,IN,Yes,Completed,574.65
86779,28:21.0,8/5/2023,140,5,1,1,1,41,1123.7,194.79,20,3.5,198.931,0.082,1.3,Business,TravelAgent,Executive,BB,Bronze,NO,Yes,NoShow,1075.4
141241,50:41.5,6/27/2023,105,2,1,2,1,69,5087.6,202.63,0,4.96,197.22,0.296,1.2,Business,TravelAgent,Economy,HB,Bronze,SE,No,Completed,507.0
67687,37:38.1,12/1/2023,26,5,1,2,1,63,2271.1,177.48,5,10.34,180.2,0.284,0.75,Group,OTA,Suite,BB,Silver,IN,Yes,Cancelled,589.58
56587,15:39.6,6/20/2024,198,1,2,2,1,64,1472.4,132.57,0,6.16,138.52,0.02,1.2,Business,OTA,Suite,BB,Bronze,US,No,Cancelled,338.73
35335,44:37.0,12/19/2023,173,2,1,1,1,43,597.1,136.92,15,13.76,145.61,0.065,0.75,Business,OTA,Economy,HB,Silver,NO,No,Completed,189.63
31934,06:53.7,12/24/2024,222,1,1,2,0,37,320.3,125.29,15,13.46,129.35,0.552,0.75,Business,Direct,Presidential,BB,Gold,TR,No,Cancelled,76.07
16657,05:50.0,2/10/2026,311,3,1,2,0,31,1274.9,214.7,0,6.88,202.38,0.486,0.75,Corporate,OTA,Studio,BB,Silver,JP,No,NoShow,497.05
82164,05:30.7,12/18/2025,204,1,1,1,0,40,1216.0,124.27,0,4.21,109.61,0.225,0.75,Leisure,Direct,Suite,HB,Bronze,FI,No,Cancelled,92.35
138637,28:26.6,2/2/2025,83,1,1,2,1,42,1095.9,159.53,15,11.41,155.17,0.388,0.75,Corporate,TravelAgent,Family,BB,Silver,SE,Yes,NoShow,101.72
198749,53:06.8,12/10/2023,267,6,1,1,0,44,937.5,184.75,0,6.06,207.46,0.265,0.75,Corporate,OTA,Standard,BB,Silver,CH,Yes,NoShow,902.96
150017,28:59.3,8/22/2023,216,3,1,2,0,36,10568.2,164.53,5,3.4,161.65,0.295,1.3,Leisure,OTA,Presidential,SC,Silver,FR,No,NoShow,610.16
76183,19:13.8,10/23/2024,313,3,1,2,2,27,1267.7,106.17,20,6.28,107.21,0.345,0.95,Leisure,OTA,Presidential,BB,Bronze,JP,No,Cancelled,242.84
61408,33:35.7,2/17/2025,316,1,1,2,0,47,945.9,128.62,10,8.12,140.22,0.195,0.75,Other,Corporate,Standard,BB,Bronze,ES,No,Completed,88.28
123870,20:45.7,7/13/2025,116,2,1,1,2,34,708.6,166.07,5,5.88,166.05,0.32,1.35,Group,OTA,Economy,BB,Bronze,NO,Yes,NoShow,448.72
11693,49:36.0,6/4/2024,108,1,1,2,0,55,2367.6,142.84,0,5.55,140.95,0.24,1.2,Group,Direct,Executive,BB,Silver,IE,No,Cancelled,165.74
8849,06:21.0,12/15/2024,139,3,1,1,1,20,186.6,215.79,20,5.28,224.53,0.393,0.75,Business,OTA,Economy,BB,Gold,SG,Yes,NoShow,419.37
120136,16:57.5,8/24/2024,352,4,1,2,1,52,829.0,115.46,0,6.32,119.17,0.024,1.3,Business,OTA,Economy,BB,Bronze,AE,Yes,Completed,620.92
23354,19:36.2,1/7/2023,1,2,2,3,0,68,5360.5,163.93,20,8.18,166.81,0.05,0.7,Other,TravelAgent,Deluxe,BB,Silver,GB,Yes,Cancelled,413.5
196849,54:46.8,6/1/2025,37,5,1,2,0,26,567.0,204.0,20,12.88,209.49,0.162,1.2,Group,TravelAgent,Family,HB,Silver,BR,Yes,Cancelled,1013.79
16148,31:43.2,7/28/2024,53,4,1,1,0,51,9744.1,100.68,5,7.7,104.14,0.359,1.35,Group,OTA,Economy,HB,Gold,CH,Yes,NoShow,533.92
51935,28:25.7,6/10/2024,364,6,1,2,0,33,3070.0,90.32,25,4.27,92.1,0.474,1.2,Group,Direct,Suite,BB,Bronze,SE,No,Completed,482.57
179857,48:28.1,5/9/2024,94,3,1,1,1,20,2582.0,121.01,0,7.33,120.42,0.558,1.0,Business,Direct,Family,FB,Bronze,MX,No,Cancelled,398.03
81049,44:39.0,7/9/2025,233,4,1,1,0,42,3406.4,210.96,0,7.32,208.92,0.498,1.35,Leisure,TravelAgent,Presidential,BB,Silver,PT,No,NoShow,1240.56
157702,04:16.9,4/27/2024,188,1,1,1,1,44,5048.9,122.36,25,19.15,114.29,0.104,0.9,Business,OTA,Executive,BB,Bronze,ZA,Yes,Completed,81.05
3861,36:40.2,5/18/2023,132,3,1,1,0,35,893.8,153.05,10,3.53,148.25,0.091,1.0,Business,TravelAgent,Studio,SC,Bronze,CN,No,NoShow,455.21
32521,44:24.1,2/3/2024,248,4,2,3,0,40,2096.7,164.66,0,9.25,163.59,0.023,0.75,Corporate,OTA,Standard,BB,Bronze,NL,Yes,Completed,1046.73
126169,15:34.4,11/8/2024,360,1,1,2,0,53,1079.8,113.51,15,5.97,114.67,0.026,0.8,Group,Direct,Standard,BB,Bronze,IT,Yes,NoShow,75.17
20161,13:12.6,5/9/2024,290,3,1,2,1,71,1054.1,192.99,0,7.48,200.32,0.193,1.0,Other,Direct,Family,BB,Bronze,AE,No,NoShow,585.7
5123,37:53.8,7/30/2025,261,3,1,1,1,69,1932.7,118.61,15,5.59,127.79,0.305,1.35,Corporate,OTA,Deluxe,BB,Bronze,AT,No,Completed,411.3
123882,47:02.1,5/11/2025,91,3,1,2,1,47,1788.0,139.49,5,7.55,144.22,0.58,1.0,Leisure,Direct,Executive,BB,Silver,BR,Yes,Cancelled,412.7
183394,45:08.9,10/11/2024,125,1,2,2,0,45,621.1,77.23,20,4.76,75.6,0.098,0.95,Group,OTA,Standard,FB,Gold,NO,Yes,NoShow,115.84
33107,51:03.9,5/1/2023,44,3,2,3,0,59,1512.8,90.82,5,13.86,100.76,0.239,1.0,Business,OTA,Economy,BB,Silver,NO,No,Completed,528.13
42247,36:05.2,7/30/2025,230,1,1,2,0,18,442.0,237.7,25,6.9,236.33,0.076,1.35,Business,OTA,Suite,BB,Silver,AT,No,NoShow,239.2
114841,48:56.3,8/13/2024,218,5,1,2,0,46,203.2,124.21,5,9.78,124.29,0.265,1.3,Corporate,OTA,Suite,BB,Bronze,US,No,Completed,787.91
196926,22:18.5,6/10/2023,52,3,2,2,0,41,1090.8,121.08,0,16.61,121.1,0.124,1.2,Business,OTA,Presidential,BB,Bronze,GB,Yes,Completed,855.9
183474,04:11.9,5/17/2024,134,2,1,2,0,28,489.4,173.03,5,23.93,163.07,0.446,1.0,Leisure,OTA,Deluxe,BB,Bronze,BE,Yes,Cancelled,306.73
9658,56:54.9,8/27/2025,154,3,1,1,1,50,2164.5,155.59,5,8.21,149.3,0.449,1.3,Leisure,OTA,Executive,HB,Bronze,DK,No,NoShow,584.25
23028,20:04.5,7/22/2024,52,3,1,2,0,18,761.3,94.23,5,10.35,95.69,0.105,1.35,Business,Direct,Family,SC,Bronze,DE,No,Cancelled,351.91
98454,49:57.2,5/13/2023,28,7,1,1,0,42,1310.5,176.36,20,14.34,161.38,0.274,1.0,Leisure,OTA,Deluxe,BB,Silver,JP,Yes,Cancelled,1019.18
33934,31:29.4,8/27/2024,229,5,1,2,0,23,3273.7,86.2,15,4.45,86.55,0.202,1.3,Business,OTA,Executive,FB,Bronze,AT,No,Cancelled,482.47
163359,21:30.4,2/13/2026,293,2,1,2,0,38,1222.5,90.08,20,6.8,90.27,0.286,0.75,Leisure,OTA,Executive,BB,Gold,SA,Yes,Cancelled,110.12
58149,22:26.5,3/13/2024,27,5,1,2,0,42,699.4,119.44,15,8.19,121.36,0.337,0.85,Business,Direct,Executive,BB,Bronze,ZA,No,Cancelled,438.99
103522,31:03.0,2/11/2025,76,3,1,2,1,42,526.9,137.51,0,3.62,131.69,0.545,0.75,Other,Corporate,Deluxe,BB,Bronze,ES,No,Cancelled,285.91
176897,26:00.6,11/28/2024,28,3,1,2,0,69,3876.9,144.43,5,9.69,144.99,0.326,0.8,Group,TravelAgent,Suite,BB,Silver,BR,No,Cancelled,348.73
18274,53:14.3,8/8/2024,250,2,2,2,0,53,208.1,176.1,5,13.25,184.7,0.19,1.3,Leisure,OTA,Deluxe,BB,Silver,IE,No,Cancelled,867.5
181906,45:37.9,1/6/2024,218,5,1,2,0,26,138.5,120.71,15,7.69,136.15,0.203,0.7,Group,Direct,Economy,BB,Bronze,TR,Yes,Cancelled,366.13
45479,52:42.1,7/27/2025,350,6,1,2,0,42,953.2,151.19,5,8.55,157.1375,0.326,1.35,Corporate,OTA,Presidential,BB,Silver,GB,Yes,Completed,1247.73
106863,39:23.3,1/9/2025,336,5,1,1,0,40,2853.6,162.38,5,7.62,180.31,0.45,0.7,Corporate,Direct,Suite,HB,Bronze,NO,No,Completed,613.88
166375,43:14.1,4/27/2024,263,9,1,2,0,46,1948.2,75.29,0,18.52,85.75,0.556,0.9,Business,TravelAgent,Suite,BB,Silver,CA,Yes,NoShow,626.2
90336,45:25.4,10/17/2024,168,3,1,1,0,23,918.4,1364.24,15,12.72,183.8,0.301,0.95,Other,TravelAgent,Economy,BB,Platinum,CH,No,NoShow,405.46
6808,45:14.6,10/23/2023,207,3,1,1,1,55,1227.1,229.76,0,3.98,225.61,0.354,0.95,Corporate,OTA,Standard,BB,Bronze,ZA,No,NoShow,647.97
55284,40:40.4,1/25/2025,257,2,1,1,2,28,248.3,122.03,10,20.24,116.89,0.036,0.7,Business,Direct,Deluxe,BB,Silver,SG,Yes,Completed,141.08
176698,12:19.1,10/31/2025,188,2,1,1,0,65,377.1,227.85,5,6.44,229.66,0.495,0.95,Group,OTA,Economy,SC,Silver,US,Yes,Cancelled,408.64
149198,34:06.1,10/30/2023,162,3,1,2,1,37,1209.0,167.52,20,4.9,167.33,0.188,0.95,Leisure,OTA,Studio,HB,Silver,CH,No,Cancelled,391.93
133190,43:16.9,7/26/2024,56,1,1,2,1,48,172.6,63.54,10,4.64,57.31,0.12,1.35,Business,TravelAgent,Presidential,BB,Gold,AE,Yes,Completed,72.11
67813,36:24.8,12/25/2023,167,2,1,2,0,41,2862.0,109.37,15,7.15,103.97,0.313,0.75,Corporate,OTA,Suite,SC,Bronze,FI,No,NoShow,149.37
13679,40:30.2,9/1/2024,76,1,1,2,1,52,984.5,117.21,20,5.36,110.95,0.287,1.05,Other,OTA,Deluxe,HB,Bronze,AU,Yes,NoShow,92.73
149773,30:36.9,1/3/2026,245,1,1,2,1,53,507.8,141.27,10,10.46,142.87,0.501,0.7,Leisure,Direct,Economy,HB,Gold,TR,Yes,Completed,89.51
178118,24:55.1,4/27/2024,202,5,1,2,0,42,2057.3,183.73,0,10.0,176.29,0.144,0.9,Leisure,TravelAgent,Executive,BB,Silver,FR,Yes,NoShow,857.17
101044,25:18.7,12/29/2024,81,4,1,1,0,43,1186.0,83.75,10,11.28,79.74,0.171,0.75,Group,OTA,Economy,HB,Gold,JP,Yes,Cancelled,231.34
58218,24:29.7,10/17/2025,334,4,1,1,2,39,3993.3,132.62,15,8.74,147.45,0.082,0.95,Leisure,OTA,Executive,BB,Silver,DK,Yes,Cancelled,456.53
118346,44:13.0,5/17/2024,19,3,1,2,1,51,3019.3,168.34,25,5.93,165.0,0.097,1.0,Group,OTA,Executive,BB,Bronze,ZA,Yes,NoShow,372.64
69677,33:34.6,3/3/2025,41,5,1,1,0,36,954.8,73.32,10,2.34,79.34,0.179,0.85,Corporate,OTA,Family,HB,Silver,SA,No,Cancelled,281.68
196380,29:12.2,5/14/2024,291,5,1,2,1,44,1280.3,106.54,10,4.92,98.3,0.424,1.0,Business,OTA,Presidential,BB,Bronze,US,No,Cancelled,467.4
131411,49:20.6,2/28/2025,102,5,2,3,1,20,5076.1,139.98,0,3.45,154.87,0.434,0.75,Leisure,TravelAgent,Presidential,BB,Gold,FI,Yes,Cancelled,1006.62
162461,14:16.8,12/4/2024,79,1,1,1,1,47,3274.7,94.53,5,5.15,97.09,0.434,0.75,Leisure,TravelAgent,Studio,HB,Silver,SE,No,NoShow,71.03
158597,28:39.2,1/26/2025,169,5,1,2,1,46,2138.9,152.78,20,4.2,169.2,0.194,0.7,Other,OTA,Studio,HB,Bronze,DE,Yes,Cancelled,389.19
5610,02:29.0,12/22/2023,263,6,1,2,1,43,194.7,84.56,5,11.41,87.02,0.33,0.75,Business,TravelAgent,Executive,BB,Gold,MX,Yes,NoShow,379.34
127940,16:07.0,7/4/2025,292,1,1,1,0,35,2850.6,142.64,0,5.33,159.18,0.479,1.35,Corporate,TravelAgent,Executive,HB,Bronze,IN,Yes,Completed,199.47
171271,49:41.6,7/6/2024,75,2,1,2,0,37,682.6,110.2,30,3.28,118.8,0.409,1.35,Other,OTA,Executive,BB,Silver,CN,Yes,Cancelled,195.67
184854,43:32.6,3/17/2024,107,1,1,1,1,37,876.7,191.64,25,16.97,185.05,0.104,0.85,Corporate,OTA,Deluxe,SC,Bronze,CH,Yes,Cancelled,117.97
76483,27:32.3,1/17/2024,203,2,2,2,1,43,1116.3,74.17,0,4.64,72.5,0.287,0.7,Corporate,TravelAgent,Studio,BB,Bronze,BR,No,Cancelled,211.78
116906,12:36.3,3/24/2023,21,3,1,1,0,53,753.4,133.44,25,3.5,143.6,0.279,0.85,Business,OTA,Family,BB,Bronze,IN,Yes,Cancelled,263.76
24477,48:31.8,5/21/2024,10,8,1,2,0,50,305.0,202.79,10,4.79,189.06,0.107,1.0,Leisure,Direct,Standard,HB,Silver,SE,No,Completed,1585.74
79032,07:03.5,8/14/2024,272,3,1,2,0,41,5744.9,151.98,0,8.44,153.55,0.222,1.3,Group,Corporate,Suite,BB,Gold,GB,No,NoShow,600.24
11714,38:30.5,12/11/2024,295,8,1,1,1,29,480.3,146.57,20,4.84,145.67,0.271,0.75,Corporate,OTA,Standard,BB,Silver,CH,No,Completed,670.97
120822,51:16.9,3/10/2025,221,1,1,1,0,39,465.3,162.88,15,8.75,169.59,0.505,0.85,Other,OTA,Standard,BB,Bronze,DK,No,Cancelled,113.23
100572,47:26.4,10/25/2024,129,3,1,2,0,55,486.6,91.66,0,2.46,96.29,0.338,0.95,Group,Corporate,Suite,BB,Bronze,CN,Yes,Cancelled,294.58
153586,10:39.3,2/3/2024,50,4,1,1,1,49,1276.6,114.91,10,14.84,117.71,0.353,0.75,Corporate,OTA,Economy,BB,Silver,IT,Yes,NoShow,297.86
140884,14:00.8,1/5/2024,137,6,1,1,0,30,484.8,155.1,0,4.0,169.35,0.215,0.7,Other,OTA,Deluxe,BB,Gold,AE,Yes,NoShow,595.24
122878,49:05.5,7/16/2025,174,3,2,2,1,34,1090.8,199.75,5,5.02,188.45,0.266,1.35,Business,OTA,Deluxe,BB,Bronze,CA,No,Cancelled,1446.41
107595,42:17.3,6/28/2025,51,4,1,1,0,46,1426.0,177.05,0,12.17,185.43,0.044,1.2,Group,OTA,Studio,BB,Bronze,SG,Yes,NoShow,885.02
199908,56:59.0,12/3/2024,41,3,1,2,1,24,3505.7,93.62,20,4.66,94.23,0.355,0.75,Business,OTA,Suite,BB,Bronze,NL,No,Cancelled,189.57
69704,26:06.8,3/16/2025,66,1,1,2,0,63,615.0,173.93,15,10.38,173.06,0.43,0.85,Business,TravelAgent,Studio,BB,Bronze,AU,Yes,NoShow,125.3
